FLOW_AREA,RV_BAS_AREA,RV_GRAD,RV_LEN,RV_NAME,RV_TYPE
夷陵区,31,8,10,杜家河,1
夷陵区-小溪塔街道-柏木坪村委会/夷陵区-小溪塔街道-姜家庙村委会,19,7,8,铜锣寨沟,1
点军区,283,6,41,桥边河,1
点军区-土城乡-三岔口村/点军区-土城乡-花栗树村/点军区-土城乡-三涧溪村/点军区-土城乡-高岩村/点军区-桥边镇-双堰口村,51,7,15,三涧溪,1
点军区,11,7,3,六里河,1
点军区-桥边镇-天王寺村/点军区-桥边镇-石堰村,23,7,6,石堰河,1
点军区-联棚乡-泉水村/点军区-联棚乡-长岭村/点军区-桥边镇-双堰口村/点军区-联棚乡-双溪村/点军区-联棚乡-福安村/点军区-桥边镇-黄家棚村/点军区-点军街道-塘上村,60,7,23,福安河,1
点军区-联棚乡-楠木溪村/点军区-联棚乡-联棚村/点军区-点军街道-五龙社区居委会,40,6,16,联棚河,1
宜都市-枝城镇-黎家坪村/宜都市-枝城镇-六里冲村/宜都市-枝城镇-纸坊冲村/宜都市-枝城镇-九道河村/宜都市-枝城镇-大堰村/宜都市-枝城镇-泉水河村,295,6,27,九道河,1
宜都市,17,7,4,梅子园河,1
宜都市,31,7,15,碾子河（回龙垱）,1
宜都市-聂家河镇-肖家隘村/宜都市-枝城镇-解家冲村,69,7,21,芭荒河（芭芒河）,1
宜都市,81,7,23,王家咀河（新桥河）,1
秭归县,70,6,13,泄滩河,1
秭归县-泄滩乡-万家村/秭归县-泄滩乡-陈家湾村,13,6,2,尤家湾河（尤家湾）,1
兴山县/秭归县,319,6,52,良斗河,1
兴山县,16,7,5,吊楼子河（长槽沟）,1
兴山县,12,7,3,黑沟,1
兴山县-高桥乡-木城村/兴山县-高桥乡-双堰村,40,7,7,杜家河（兴山）,1
兴山县,12,8,3,西流水,1
兴山县,12,8,3,碾盘河,1
秭归县-水田坝乡-马营村/秭归县-水田坝乡-三溪河村,36,7,11,咸池沟（咸池河）,1
秭归县-水田坝乡-严坪村/秭归县-水田坝乡-三溪河村,12,7,4,杨家河（秭归）,1
秭归县-水田坝乡-石垭村/秭归县-水田坝乡-正存村/秭归县-水田坝乡-野桑坪村/秭归县-水田坝乡-上坝村,22,7,5,田家湾河（田家河）,1
秭归县-水田坝乡-严坪村/秭归县-水田坝乡-王家桥村/秭归县-水田坝乡-上坝村,17,6,4,王家桥河,1
秭归县-归州镇-白果圆村,15,6,2,向家湾河,1
夷陵区-三斗坪镇-头顶石村/夷陵区-三斗坪镇-柘木坪村/夷陵区-三斗坪镇-石牌村,19,6,5,龙进溪,1
点军区-桥边镇-上峰尖村/点军区-桥边镇-天王寺村/点军区-桥边镇-双堰口村/点军区-桥边镇-新村村,31,6,12,松门溪,1
夷陵区,20,6,7,红溪河,1
点军区-艾家镇-刘家村/点军区-艾家镇-柳林村/宜都市-红花套镇-渔洋溪村/点军区-艾家镇-七里村,21,6,12,柳林河,1
宜都市,24,6,13,渔洋溪,1
宜都市,28,6,3,申家溪,1
宜都市-红花套镇-吴家岗村/宜都市-高坝洲镇-白洪溪村/宜都市-高坝洲镇-大战坡村/宜都市-红花套镇-窑坡垴村/宜都市-红花套镇-红花套村/宜都市-红花套镇-南桥村,21,6,10,白洪溪,1
猇亭区-云池街道-黄龙寺社区居委会/猇亭区-云池街道-下马槽社区居委会/猇亭区-云池街道-福善场村委会,56,6,16,善溪冲,1
宜都市,13,6,4,解放山洪沟,1
宜都市-陆城街道-头笔社区居委会/宜都市-陆城街道-中笔社区居委会/宜都市-陆城街道-宝塔湾村/宜都市-陆城街道-十里铺村/宜都市-陆城街道-龙窝村/宜都市-陆城街道-亮家垴村,26,6,7,堰石溪（杨家湖）,1
枝江市-仙女镇-高峰桥村/枝江市-仙女镇-青狮村/枝江市-仙女镇-横店村/枝江市-仙女镇-赵家冲村,81,6,25,青狮港,1
枝江市-仙女镇-向巷村/枝江市-仙女镇-九龙村/枝江市-仙女镇-屈家店村,21,7,8,九龙港,1
枝江市-仙女镇-五通庙村/枝江市-仙女镇-鲁港村/枝江市-仙女镇-周场村/枝江市-仙女镇-施店村/枝江市-仙女镇-桃花垱村/枝江市-仙女镇-金山村/枝江市-仙女镇-金湖村,143,6,45,鲁家大港,1
枝江市-仙女镇-五通庙村/枝江市-仙女镇-周场村/枝江市-仙女镇-烟墩包村/枝江市-仙女镇-仙女村/枝江市-仙女镇-覃家坡村,21,7,13,仙女主排渠,1
点军区-艾家镇-刘家村,20,6,7,习家河,1
夷陵区-三斗坪镇-秋千坪村/夷陵区-三斗坪镇-石板村/夷陵区-三斗坪镇-新生村,27,6,6,高家溪,1
猇亭区-虎牙街道-磨盘溪社区居委会/猇亭区-虎牙街道-高湖村委会/猇亭区-虎牙街道-高家村委会,33,6,13,高马河,1
秭归县-郭家坝镇-罗家坪村/秭归县-郭家坝镇-庙垭村/秭归县-郭家坝镇-文家岩村/秭归县-郭家坝镇-王家岭村/秭归县-郭家坝镇-文化村/秭归县-郭家坝镇-百日场村,252,6,33,童庄河,1
秭归县-两河口镇-月明山村/秭归县-郭家坝镇-西坡村/秭归县-郭家坝镇-夫子头村/秭归县-郭家坝镇-文化村,43,7,13,邓家湾河（秭归）,1
秭归县,36,7,7,打河溪,1
秭归县-郭家坝镇-熊家岭村/秭归县-郭家坝镇-擂鼓台村/秭归县-郭家坝镇-楚王井村,14,6,2,苏溪沟,1
夷陵区-小溪塔街道-下坪村委会/夷陵区-小溪塔街道-蔡家河村委会/夷陵区-小溪塔街道-姜家湾村委会/夷陵区-小溪塔街道-鄢家河村委会/夷陵区-小溪塔街道-陈埫坪村委会/夷陵区-小溪塔街道-郭家湾村委会/夷陵区-小溪塔街道-梅子垭村委会/西陵区-窑湾街道-石板村委会/宜昌高新区-东苑街道-东苑街道/西陵区-西陵主城区-西陵主城区/宜昌高新区-南苑街道-南苑街道,216,3,51,东山运河,
五峰自治县-五峰镇-长坡村,16,7,4,唐家坡河,1
五峰自治县,120,7,29,常滩河,1
五峰自治县,242,6,25,南渡江,1
五峰自治县,53,7,20,红渡口河（刀枪河）,1
夷陵区-下堡坪乡-马宗岭村/夷陵区-黄花镇-杜家坪村/夷陵区-黄花镇-牛坪村,74,7,16,深溪河,1
五峰自治县,28,7,11,横渡口河,1
五峰自治县-湾潭镇-茅庄村/五峰自治县-湾潭镇-湾潭社区居委会/五峰自治县-湾潭镇-龙桥村/五峰自治县-湾潭镇-红烈村/五峰自治县-湾潭镇-茶园村/五峰自治县-湾潭镇-锁金山村,258,6,35,湾潭河,1
五峰自治县,15,7,3,横河,1
五峰自治县,12,7,3,白果湾,1
五峰自治县,18,7,9,黄家湾河,1
五峰自治县-五峰镇-后河村/五峰自治县-五峰镇-长坡村,161,6,30,百溪河,1
五峰自治县-五峰镇-长坡村,23,7,6,白鹤园河,1
枝江市,2965,3,88,松滋河,1
宜都市-松木坪镇-江家湾村/宜都市-松木坪镇-徐家湾村/宜都市-松木坪镇-观音桥村,311,6,50,新河,1
宜都市,13,7,4,赵家垱,1
宜都市-松木坪镇-彭家桥村/宜都市-松木坪镇-泉水垱村,11,7,5,宏庙子冲,1
五峰自治县-渔洋关镇-三板桥村/五峰自治县-渔洋关镇-清水湾村/五峰自治县-渔洋关镇-南河村/五峰自治县-渔洋关镇-沙埫村/五峰自治县-仁和坪镇-桥梁村/五峰自治县-仁和坪镇-富裕冲村/五峰自治县-仁和坪镇-升子坪村/五峰自治县-仁和坪镇-大栗树村/五峰自治县-仁和坪镇-枫香坪村/五峰自治县-仁和坪镇-船山坪村/五峰自治县-仁和坪镇-梅坪村/五峰自治县-仁和坪镇-仁和坪村/五峰自治县-仁和坪镇-罗汉淌村,1733,4,195,洈水（南河）,1
宜都市-松木坪镇-松木坪村/宜都市-松木坪镇-双井寺村,300,6,52,洛溪河,1
宜都市,29,7,9,干沟河,1
秭归县,,2,191,长江流域秭归段,1
点军区-土城乡-黄家岭村/点军区-土城乡-茅家店村,,7,38,王家坝河,1
秭归县,0,6,43,三渡河,
当阳市,0,7,9,柳港河,
夷陵区,0,5,61,白家河,
当阳市-淯溪镇-绿林山村/当阳市-河溶镇-丁场村/当阳市-河溶镇-官垱村,0,6,32,官垱河,
点军区,0,8,8,谭家河,
点军区,0,7,13,白玉渠,
点军区,0,8,4,野人溪,
猇亭区-虎牙街道-高湖村委会/猇亭区-虎牙街道-磨盘溪社区居委会,0,7,13,闵家溪,
猇亭区-虎牙街道-高家村委会,0,7,5,孙家冲（猇亭）,
猇亭区-云池街道-石板冲社区居委会/猇亭区-云池街道-新金岭社区居委会/猇亭区-云池街道-下马槽社区居委会/猇亭区-云池街道-云池社区居委会/猇亭区-古老背街道-蔡家贩社区居委会,0,7,11,云池河,
伍家岗区,0,8,7,花艳排洪沟（花艳冲）,
宜都市-王家畈镇-夏家湾村/宜都市-松木坪镇-双井寺村,0,7,10,尖岩河,
长阳自治县,0,8,1,二岔口河,
长阳自治县,0,8,3,陡低河,
长阳自治县,0,7,6,石板沟溪,
秭归县-郭家坝镇-文化村/秭归县-郭家坝镇-王家岭村,0,7,11,金鸡沟河,
枝江市-问安镇-万水桥村/枝江市-问安镇-方家畈村/枝江市-问安镇-朱家湾村/枝江市-问安镇-杨山村,0,7,28,沙港,
宜都市-高坝洲镇-白洪溪村/宜都市-高坝洲镇-陈家岗村/宜都市-高坝洲镇-大战坡村,0,6,13,杨家湾,
宜都市,0,7,12,丁家溪,
宜都市,0,8,5,泉水垱,
宜都市,0,8,10,孙家冲（宜都）,
当阳市-王店镇-满山红村,0,7,10,罗家冲,
宜都市-松木坪镇-彭家桥村/宜都市-枝城镇-官垱村/宜都市-枝城镇-官坪村/宜都市-枝城镇-洋溪村,0,7,8,洋溪山洪沟,
宜都市,0,8,10,艾家冲,
五峰自治县,0,8,11,黄连溪河,
五峰自治县,0,8,6,铺子沟（三叉溪河）,
五峰自治县,0,8,14,三叉溪河（铺子溪沟）,
五峰自治县,0,8,9,余家河,
五峰自治县,0,8,6,乜家溪,
五峰自治县,0,7,10,干溪河（五峰）,
当阳市-庙前镇-桐树垭村/当阳市-庙前镇-井岗村,0,7,11,周家冲,
当阳市-庙前镇-桐树垭村/当阳市-庙前镇-清坪河村,0,7,13,藕堰冲,
点军区,0,7,14,车盘溪,
点军区,0,7,12,倒八溪,
长阳自治县,0,8,7,王河沟,
长阳自治县,0,6,4,木齐沟,
长阳自治县,0,7,4,代三溪,
长阳自治县,0,8,2,榔木河,
长阳自治县,0,7,5,何家溪,
长阳自治县,0,7,8,菖蒲溪,
长阳自治县,0,8,3,赴难溪,
长阳自治县,0,7,18,南汊溪,
当阳市-庙前镇-山峰村/当阳市-庙前镇-庙前村/当阳市-庙前镇-沙河村,0,7,18,溜石板河（沙河）,
当阳市,0,8,9,朱家冲,
当阳市,0,8,5,熊家冲,
当阳市-半月镇-宇庙村/当阳市-半月镇-春光村,0,7,16,张家冲（范家港）,
当阳市,0,8,17,冯家冲,
当阳市-庙前镇-长春村,0,8,9,袁家河（松树沟）,
当阳市,0,8,11,杨叉河（西冲）,
当阳市-庙前镇-普济寺村,0,6,10,曹家河,
远安县,0,7,10,郭家沟,
远安县,0,7,13,禅潭沟（盘龙河）,
兴山县,0,7,4,吴家湾河,
兴山县,0,9,3,西沟,
夷陵区,0,7,5,榆木溪（榆木沟）,
夷陵区-小溪塔街道-仓屋榜村/夷陵区-龙泉镇-跑马岗村,0,7,7,长冲河,
夷陵区-雾渡河镇-观音堂村,0,8,6,鳊鱼池溪（晒甲冲）,
夷陵区,0,6,6,高家冲河（高家溪）,
夷陵区,0,8,5,海云冲河,
夷陵区,0,7,5,壕子沟河,
夷陵区,0,7,8,金竹坪河（子草河）,
夷陵区,0,7,6,雷家冲河（普溪小河）,
夷陵区,0,7,6,马家沟（等干溪）,
兴山县-南阳镇-阳泉村,0,7,5,小河子,
兴山县,0,8,2,朱家湾河（兴山）,
兴山县,0,8,2,干沟,
兴山县,0,7,5,茶园河（茶园沟）,
兴山县,0,7,6,屋檐溪（屋檐溪沟）,
兴山县,0,8,3,西河沟,
兴山县-古夫镇-麦仓村/兴山县-古夫镇-夫子社区居委会,0,6,6,孙家沟,
兴山县,0,8,5,马桑沟,
兴山县,0,8,3,小溪河,
当阳市,0,6,9,八港冲,
夷陵区,0,7,6,龚家冲河（龚家冲）,
夷陵区,0,7,8,何家冲河（三叉河）,
夷陵区,0,7,6,袁家冲河（袁家冲）,
五峰自治县,0,8,19,宋家河,
宜都市,0,8,32,木天河,
五峰自治县,0,9,1,石家河,
当阳市-王店镇-严河村/当阳市-玉泉街道-玉泉村,0,8,6,潘家港（苏家小河）,
兴山县,0,8,9,耿家河,
夷陵区,0,8,6,端坊溪,
夷陵区-雾渡河镇-马卧泥村,0,7,21,鱼鳞溪,
远安县-嫘祖镇-荷花店村/夷陵区-分乡镇-界岭村,0,8,9,淹伞溪南支（俞家河）,
远安县-嫘祖镇-荷花店村,0,8,9,淹伞溪北支（淹伞溪）,
长阳自治县,0,8,2,三岔溪,
宜都市-高坝洲镇-皓光村/宜都市-高坝洲镇-宋山冲村,0,7,12,裴家冲（宜都）,
宜都市,0,8,10,罗家冲（宜都）,
兴山县,0,8,3,秀龙沟,
兴山县,0,8,1,青檀木沟,
夷陵区,0,8,9,罗家小河,
当阳市-王店镇-满山红村/当阳市-王店镇-熊河村,0,8,10,刘家冲,
兴山县-古夫镇-平水村,0,8,5,观音河,
夷陵区,0,7,5,麻溪沟,
夷陵区-小溪塔街道-姜家庙村委会,0,7,17,麻家溪,
长阳自治县,,7,0,火麦溪,1
秭归县-茅坪镇-罗家村/秭归县-茅坪镇-月亮包村/秭归县-茅坪镇-花果园村/秭归县-茅坪镇-陈家冲村,,7,0,响沟,1
秭归县-茅坪镇-长岭村/秭归县-茅坪镇-陈家冲村,,7,0,磨刀溪,1
秭归县-茅坪镇-罗家村/秭归县-茅坪镇-四溪村,,7,0,芭蕉溪,1
秭归县-茅坪镇-乔家坪村/秭归县-茅坪镇-溪口坪村,,7,8,庙沟,1
秭归县-水田坝乡-马营村,,7,9,咸池沟（姜家河）,1
兴山县-黄粮镇-仁圣村/兴山县-黄粮镇-火石岭村,,7,6,万家河,1
兴山县-榛子乡-青龙村/兴山县-黄粮镇-公坪村,,7,15,响水河（香沟）,1
兴山县-榛子乡-幸福村,,7,6,红岩沟,1
夷陵区,,7,6,欧家湾,1
夷陵区-邓村乡-古城坪村/夷陵区-邓村乡-小渔村村/夷陵区-邓村乡-红桂香村,,7,5,刺竹沟,1
夷陵区-邓村乡-庙垭村/夷陵区-邓村乡-小渔村村,,7,8,洞子沟,1
夷陵区,,7,7,小溪,1
夷陵区,,6,10,榨坊河,1
夷陵区,,8,3,小张溪,1
夷陵区,,7,4,牛溪,1
夷陵区,,7,5,木匠沟,1
夷陵区,,7,9,石门河,1
夷陵区,,7,5,龙潭河,1
夷陵区,,6,9,郑沟,1
秭归县-水田坝乡-永吉村,,8,6,对良嘴沟,1
秭归县,,7,7,永吉河,1
秭归县-水田坝乡-马营村/秭归县-水田坝乡-三溪河村,,8,7,咸池河,1
秭归县-郭家坝镇-百日场村/秭归县-郭家坝镇-夫子头村/秭归县-郭家坝镇-文化村,,8,5,重阳岭沟,1
秭归县,,7,6,水井盆沟,1
秭归县-泄滩乡-陈家坡村/秭归县-泄滩乡-牛口村,,6,5,陈家湾,1
秭归县-泄滩乡-桂花坪村/秭归县-泄滩乡-徐家山村,,6,6,红岩湾,1
秭归县-茅坪镇-庙河村,,6,7,横溪河,1
秭归县-屈原镇-龙马溪村/秭归县-屈原镇-天龙村,,6,6,大溪,1
秭归县-屈原镇-九岭头村/秭归县-屈原镇-仙女坪村/秭归县-屈原镇-屈原村,,7,6,响鼓溪,1
秭归县-屈原镇-九岭头村/秭归县-归州镇-万古寺村,,7,6,溪沟,1
秭归县-屈原镇-九岭头村/秭归县-归州镇-万古寺村,,7,5,寨沟,1
秭归县-水田坝乡-上坝村,,7,5,东风沟,1
秭归县-沙镇溪镇-双院村/秭归县-沙镇溪镇-高潮村,,6,6,谭家岭溪沟,1
秭归县-沙镇溪镇-范家坪村,,6,7,湾家沟,1
秭归县-郭家坝镇-文化村/秭归县-郭家坝镇-王家岭村/秭归县-沙镇溪镇-大峪池村/秭归县-沙镇溪镇-台子湾村,,6,6,金家沟,1
秭归县-郭家坝镇-荒口坪村/秭归县-郭家坝镇-郭家坝村,,6,5,夹石冲,1
秭归县,,7,5,桥沟,1
秭归县,,7,7,袁头河,1
秭归县,,8,6,芭蕉溪,1
秭归县,,8,5,水洞溪,1
秭归县,,6,7,检菜沟,1
秭归县-茅坪镇-兰陵溪村,,6,7,兰陵溪,1
秭归县-两河口镇-云盘村/秭归县-两河口镇-太坪村/秭归县-两河口镇-两河村,,7,7,小溪沟,1
秭归县-两河口镇-高桥河村/秭归县-两河口镇-中心观村,,7,6,鼓锣坪沟,1
秭归县-两河口镇-二甲村/秭归县-两河口镇-铺庄村,,7,5,中坝沟,1
秭归县-郭家坝镇-罗家坪村/秭归县-郭家坝镇-庙垭村,,7,6,杨家湾,1
秭归县-郭家坝镇-庙垭村,,7,5,谭家沟,1
秭归县,,7,7,火麦溪,1
秭归县,,7,5,干溪沟,1
秭归县-茅坪镇-长岭村/秭归县-茅坪镇-中坝子村/秭归县-茅坪镇-松树坳村/秭归县-茅坪镇-兰陵溪村,,6,6,龚家坝溪,1
秭归县-郭家坝镇-文家岩村/秭归县-郭家坝镇-文化村,,7,7,福禄溪,1
秭归县,,6,7,玄武洞溪,1
秭归县-水田坝乡-青蒿峪村/秭归县-水田坝乡-兴合村/秭归县-归州镇-彭家坡村,,7,6,姜家沟,1
秭归县-归州镇-白果圆村/秭归县-水田坝乡-兴合村,,7,7,严家沟,1
秭归县-泄滩乡-徐家山村/秭归县-泄滩乡-黄家山村/秭归县-泄滩乡-棋盘岭村,,7,8,龙头溪,1
秭归县-郭家坝镇-罗家坪村/秭归县-郭家坝镇-庙垭村,,8,6,毛家河,1
秭归县-屈原镇-凤凰溪村/秭归县-屈原镇-北峰村,,7,2,凤凰溪,1
秭归县,,7,4,东沟河,1
秭归县,,8,2,外河,1
秭归县,,7,1,红河子沟,1
秭归县,,8,2,杉木溪,1
秭归县-归州镇-官庄坪村,,8,1,溜石板沟,1
秭归县-屈原镇-长江村,,8,1,尖巴子沟,1
秭归县-屈原镇-链子岩村,,9,1,高家湾沟,1
秭归县-屈原镇-凤凰溪村,,6,11,七里峡河（何家沟）,1
秭归县,,6,11,陈家沟（龙洞河）,1
五峰自治县-五峰镇-后河村,,7,3,灰沙溪,1
五峰自治县,,7,4,纸厂河,1
五峰自治县-五峰镇-后河村,,8,4,六里溪,1
五峰自治县-长乐坪镇-洞口村,,9,1,洞口沟,1
五峰自治县-长乐坪镇-甘沟村/五峰自治县-长乐坪镇-洞口村,,9,1,冷潮冲,1
五峰自治县-长乐坪镇-洞口村,,7,5,鲁家河,1
五峰自治县-长乐坪镇-甘沟村,,7,3,黄家淌沟,1
五峰自治县-长乐坪镇-腰牌村,,9,4,腰牌沟,1
五峰自治县-长乐坪镇-甘沟村,,7,4,高家坪河,1
五峰自治县-长乐坪镇-甘沟村,,8,3,剪草沟,1
五峰自治县-长乐坪镇-苏家河村,,8,3,汤家湾,1
五峰自治县-长乐坪镇-苏家河村,,8,4,竹园湾沟,1
五峰自治县-长乐坪镇-甘沟村,,8,2,后湾沟,1
五峰自治县-长乐坪镇-甘沟村,,8,2,大竹园沟,1
五峰自治县-长乐坪镇-洞口村,,8,2,邱家沟,1
五峰自治县,,8,5,第四溪,1
五峰自治县,,8,4,淹水淌,1
五峰自治县,,9,1,车沟溪,1
五峰自治县,,9,2,陈家沟,1
五峰自治县,,9,2,刘家湾,1
五峰自治县,,8,5,火茂冲,1
五峰自治县,,8,5,西滩河,1
五峰自治县,,8,5,毛家河,1
五峰自治县,,8,3,张家湾,1
五峰自治县,,8,4,石桥河,1
五峰自治县,,7,7,桂竹溪,1
五峰自治县,,7,4,撒花溪,1
五峰自治县,,9,2,莲蓬溪,1
五峰自治县,,8,1,段沟1,1
五峰自治县,,8,1,段沟2,1
五峰自治县,,7,3,黄沟,1
五峰自治县,,7,1,廖家湾沟,1
五峰自治县,,7,1,聚宝石沟,1
五峰自治县,,8,2,鄢家大沟,1
五峰自治县,,8,1,三岔溪,1
五峰自治县,,7,2,板仓坪河,1
五峰自治县,,7,4,纸厂河,1
五峰自治县,,8,2,茅坪大沟,1
五峰自治县,,7,4,响水洞沟,1
五峰自治县,,7,4,纸厂河,1
五峰自治县,,7,2,双阳河,1
五峰自治县-牛庄乡-牛庄村,,7,9,沽洞溪,1
五峰自治县,,8,5,陈家河,1
五峰自治县-牛庄乡-金山坪村,,7,2,罗家湾沟,1
,,7,7,土峪河,1
五峰自治县-牛庄乡-牛庄村/五峰自治县-牛庄乡-池南村,,7,4,阴坡大沟,1
/五峰自治县-牛庄乡-池南村,,7,2,吴家大沟,1
五峰自治县,,7,2,唐黄坪,1
五峰自治县-渔洋关镇-清水湾村,,7,3,清水湾,1
五峰自治县-渔洋关镇-南河村,,7,1,郑家台沟,1
五峰自治县,,9,2,二叉沟,1
五峰自治县-仁和坪镇-仁和坪村/五峰自治县-仁和坪镇-枫香坪村,,9,2,向家沟,1
五峰自治县-仁和坪镇-仁和坪村/五峰自治县-仁和坪镇-枫香坪村,,7,4,剪刀溪,1
五峰自治县-仁和坪镇-仁和坪村,,7,1,湾里沟,1
五峰自治县-仁和坪镇-仁和坪村,,7,5,多竹溪,1
五峰自治县-仁和坪镇-仁和坪村,,9,3,大井家河,1
五峰自治县-仁和坪镇-业产坪村,,8,3,百担淌沟,1
五峰自治县-仁和坪镇-桥梁村/五峰自治县-渔洋关镇-沙埫村,,7,4,流满沟,1
五峰自治县,,8,3,黑林沟,1
五峰自治县-渔洋关镇-南河村,,8,1,田家坪沟,1
五峰自治县-牛庄乡-九里坪村/五峰自治县-牛庄乡-横茅湖村/五峰自治县-牛庄乡-沙湾村,,6,27,小昌平河（巴东河）,1
五峰自治县-牛庄乡-横茅湖村,,7,3,倒洞沟,1
五峰自治县,,8,2,红岩河,1
兴山县-黄粮镇-仁圣村/兴山县-水月寺镇-梅坪村/兴山县-榛子乡-青龙村,,3,5,中间沟,1
兴山县,,8,10,简家河（东河）,1
兴山县,,5,5,大湾,1
兴山县-榛子乡-青龙村/兴山县-榛子乡-石柱村,,6,6,斗子沟,1
兴山县,,7,7,槐树沟,1
兴山县,,8,5,七沟河,1
兴山县-南阳镇-文武村/兴山县-南阳镇-落步河村,,7,5,拾银沟,1
兴山县-古夫镇-咸水村,,7,6,麻岭河,1
兴山县-古夫镇-咸水村,,7,5,柴家沟,1
兴山县-古夫镇-咸水村,,7,7,王家沟,1
远安县,,6,6,迎龙沟,1
远安县,,6,6,暗沟,1
远安县,,6,4,白花鱼沟,1
远安县,,6,4,黑沟,1
远安县,,6,5,柳山河,1
远安县,,6,5,升旗沟,1
夷陵区,,6,9,后冲,1
夷陵区,,6,4,渡水冲,1
夷陵区,,6,6,三泉沟,1
夷陵区,,8,6,大旺坪河,1
夷陵区,,6,6,王家湾,1
夷陵区,,7,5,王家冲河,1
夷陵区,,6,5,龙潭沟,1
夷陵区,,7,4,陈家冲,1
夷陵区,,7,5,殷家沟,1
夷陵区,,7,7,秀水河,1
夷陵区,,7,5,木坪溪,1
夷陵区-黄花镇-中岭村/夷陵区-黄花镇-杨家河村,,7,5,观冲,1
夷陵区-雾渡河镇-小庙村/夷陵区-雾渡河镇-观音堂村,,8,5,大沟,1
夷陵区-雾渡河镇-龚家河村/夷陵区-樟村坪镇-犁耳坪村,,7,7,竹丛河,1
猇亭区,,7,3,磨盘溪,1
猇亭区,,7,3,张家溪,1
猇亭区,,7,6,柳树溪,1
猇亭区-云池街道-下马槽社区居委会,,7,3,杨家溪,1
当阳市-半月镇-龙台村,,7,5,熊家冲,1
当阳市-半月镇-罗店村/当阳市-半月镇-红光村,,7,9,金星港,1
当阳市-王店镇-满山红村,,6,14,李家冲,1
当阳市-玉泉街道-柳林村/当阳市-玉泉街道-三桥村,,7,6,王家寨沟,1
当阳市-淯溪镇-前明村,,6,28,丁家河,1
当阳市,,6,5,白纸沟,1
当阳市-淯溪镇-同明村,,6,4,鹰子沟,1
当阳市-淯溪镇-廖家垭村,,5,9,余家沟,1
当阳市-淯溪镇-廖家垭村/当阳市-淯溪镇-红旗村,,5,5,大林堡沟,1
当阳市-庙前镇-石马村/当阳市-庙前镇-庙前村,,7,7,天河,1
当阳市-庙前镇-石马村,,8,3,张家冲,1
当阳市,,7,6,正冲,1
当阳市-庙前镇-沙河村/当阳市-庙前镇-林桥村,,7,8,宇店河,1
当阳市-坝陵街道-群力村/当阳市-坝陵街道-坝陵村,,7,9,皮家河,1
当阳市-坝陵街道-群力村/当阳市-坝陵街道-坝陵村,,8,5,聂家冲,1
当阳市-淯溪镇-脚东村/当阳市-淯溪镇-绿林山村/当阳市-河溶镇-官垱村,,7,9,付家港,1
当阳市-河溶镇-前华村/当阳市-河溶镇-民新村,,7,5,三星寺港,1
当阳市-王店镇-王店村/当阳市-王店镇-黑土坡村,,8,11,周家河（七里冲）,1
当阳市-玉泉街道-三桥村,,7,9,赵家河,1
点军区,,9,1,曾家溪,1
点军区,,7,6,桃花溪（点军）,1
点军区,,7,4,白沙溪,1
点军区,,8,6,陈家溪,1
远安县,,7,9,龙家冲沟,1
五峰自治县,,8,2,小河,1
西陵区,,8,5,三岔河,1
西陵区,,7,3,求索溪,1
远安县,,7,8,竹马沟,1
远安县,,7,1,东冲,1
远安县,,8,6,西秦沟,1
远安县,,5,42,三道河,1
远安县,,7,9,尖叉河,1
远安县,,8,7,小汉口河,1
远安县,,7,11,干洞子沟,1
远安县,,7,2,韩家沟,1
远安县,,7,7,东干渠,1
远安县,,7,10,陈家河,1
五峰自治县-渔洋关镇-火田坑村,,9,1,渔堰子沟,1
五峰自治县-渔洋关镇-涨水坪村,,9,1,赵家湾沟,1
五峰自治县-渔洋关镇-三房坪村,,8,2,灌沟,1
五峰自治县-长乐坪镇-柴埠溪村,,9,1,岩板铺子沟,1
五峰自治县-渔洋关镇-火田坑村,,9,1,旋涡淌沟,1
五峰自治县-渔洋关镇-王家坪村,,9,2,陈家淌沟,1
五峰自治县-长乐坪镇-柴埠溪村,,8,2,茶湾沟,1
五峰自治县-渔洋关镇-汉马池村,,8,2,杨家湾沟,1
五峰自治县-长乐坪镇-柴埠溪村,,7,2,姚家沟,1
五峰自治县-渔洋关镇-汉马池村,,7,1,洞湾河,1
五峰自治县-渔洋关镇-桥河社区居委会,,9,4,刘家坪沟,1
五峰自治县-渔洋关镇-大房坪社区居委会,,7,4,麻溪冲,1
五峰自治县-长乐坪镇-月山村,,7,3,邵家坪沟,1
五峰自治县-渔洋关镇-曹家坪社区居委会/五峰自治县-渔洋关镇-桥河社区居委会,,8,3,王家冲,1
五峰自治县-渔洋关镇-王家坪村,,9,1,王家坪沟,1
五峰自治县-长乐坪镇-桥坪村/五峰自治县-长乐坪镇-菖蒲溪村,,6,9,菖蒲溪河,1
长阳自治县,,7,7,关岔湾河,1
长阳自治县,,9,3,崩坝河,1
长阳自治县,,8,2,柏顺河,1
五峰自治县,,7,5,三道河,1
长阳自治县,,8,1,唐家坪河,1
长阳自治县,,8,5,夏家湾河,1
长阳自治县,,7,3,黑沙溪,1
长阳自治县,,7,12,细沙溪,1
长阳自治县,,8,4,龙潭沟,1
长阳自治县,,8,17,纸厂溪,1
长阳自治县,,9,2,红藤溪,1
长阳自治县,,8,4,井口湾,1
长阳自治县,,6,48,东流溪,1
长阳自治县,,7,2,杨家溪左支流,1
长阳自治县,,7,3,大沟,1
